Date,open,high,low,close
20//2017:00:00,1291.22,1291.59,1290.88,1291.4
20//2017:00:00,1291.36,1291.43,1290.3,1290.86
20//2017:00:00,1290.85,1290.93,1290.34,1290.81
20//2017:00:00,1290.8,1291.21,1290.59,1291.21
20//2017:00:00,1291.2,1291.26,1290.85,1291.1
20//2017:00:00,1291.09,1291.62,1290.92,1291.5
20//2017:00:00,1291.51,1292.02,1291.33,1291.46
20//2017:00:00,1291.52,1291.57,1291.21,1291.35
20//2017:00:00,1291.34,1291.58,1291.23,1291.45
20//2017:00:00,1291.44,1292.35,1291.43,1291.87
20//2017:00:00,1291.86,1292.09,1291.42,1291.52
20//2017:00:00,1291.51,1291.79,1291.24,1291.24
20//2017:00:00,1291.26,1291.29,1290.45,1290.97
20//2017:00:00,1290.96,1291.46,1290.76,1291.35
20//2017:00:00,1291.35,1291.71,1291.2,1291.7
20//2017:00:00,1291.69,1292.17,1291.4,1292.08
20//2017:00:00,1292.07,1292.4,1291.82,1292.11
20//2017:00:00,1292.08,1292.56,1292.08,1292.43
20//2017:00:00,1292.42,1292.79,1292.04,1292.22
20//2017:00:00,1292.22,1292.66,1291.82,1292.47
20//2017:00:00,1292.46,1292.71,1291.76,1291.87
20//2017:00:00,1291.86,1292.04,1291.2,1291.75
20//2017:00:00,1291.76,1291.84,1291.12,1291.68
20//2017:00:00,1291.7,1291.84,1291.41,1291.64
20//2017:00:00,1291.61,1291.88,1291.53,1291.66
20//2017:00:00,1291.65,1292.33,1291.54,1292.26
20//2017:00:00,1292.25,1292.36,1291.82,1292.05
20//2017:00:00,1292.06,1292.1,1291.58,1291.65
20//2017:00:00,1291.66,1291.77,1291.27,1291.76
20//2017:00:00,1291.77,1292.0,1291.54,1291.74
20//2017:00:00,1291.73,1292.21,1291.73,1292.21
20//2017:00:00,1292.22,1292.46,1291.97,1292.33
20//2017:00:00,1292.32,1292.53,1292.13,1292.32
20//2017:00:00,1292.33,1292.37,1291.96,1292.05
20//2017:00:00,1292.06,1292.11,1291.84,1291.89
20//2017:00:00,1291.89,1291.98,1291.79,1291.88
20//2017:00:00,1291.87,1292.09,1291.78,1291.88
20//2017:00:00,1291.87,1292.38,1291.78,1292.36
20//2017:00:00,1292.37,1292.44,1292.14,1292.36
20//2017:00:00,1292.35,1292.38,1291.98,1292.19
20//2017:00:00,1292.19,1292.26,1291.87,1292.15
20//2017:00:00,1292.15,1292.16,1291.48,1291.49
20//2017:00:00,1291.46,1292.38,1291.39,1291.76
20//2017:00:00,1291.75,1291.75,1291.5,1291.61
20//2017:00:00,1291.6,1291.71,1291.45,1291.6
20//2017:00:00,1291.6,1291.8,1291.52,1291.71
20//2017:00:00,1291.7,1292.12,1291.6,1292.07
20//2017:00:00,1292.06,1292.07,1291.63,1291.79
20//2017:00:00,1291.8,1292.27,1291.69,1292.2
20//2017:00:00,1292.19,1292.32,1291.94,1292.15
20//2017:00:00,1292.15,1292.2,1291.97,1292.14
20//2017:00:00,1292.14,1292.3,1291.33,1291.43
20//2017:00:00,1291.41,1291.79,1291.33,1291.56
20//2017:00:00,1291.54,1291.82,1291.52,1291.61
20//2017:00:00,1291.62,1291.73,1291.35,1291.4
20//2017:00:00,1291.39,1291.78,1291.34,1291.63
20//2017:00:00,1291.61,1291.62,1291.22,1291.49
20//2017:00:00,1291.5,1291.72,1291.42,1291.61
20//2017:00:00,1291.6,1291.8,1291.59,1291.8
20//2017:00:00,1291.8,1291.8,1290.72,1290.98
20//2017:00:00,1290.99,1290.99,1290.55,1290.71
20//2017:00:00,1290.7,1291.18,1290.7,1291.15
20//2017:00:00,1291.15,1291.39,1290.96,1291.33
20//2017:00:00,1291.26,1291.73,1291.21,1291.6
20//2017:00:00,1291.61,1292.2,1291.52,1292.16
20//2017:00:00,1292.17,1292.3,1291.97,1292.0
20//2017:00:00,1292.01,1292.38,1291.8,1292.38
20//2017:00:00,1292.38,1292.47,1292.01,1292.11
20//2017:00:00,1292.11,1292.6,1292.11,1292.3
20//2017:00:00,1292.29,1292.7,1292.07,1292.61
20//2017:00:00,1292.6,1292.81,1292.22,1292.6
20//2017:00:00,1292.6,1293.08,1292.49,1293.05
20//2017:00:00,1293.05,1293.25,1292.87,1293.07
20//2017:00:00,1293.07,1293.86,1292.97,1293.37
20//2017:00:00,1293.36,1293.58,1293.3,1293.52
20//2017:00:00,1293.51,1293.66,1293.24,1293.36
20//2017:00:00,1293.37,1293.58,1292.85,1293.05
20//2017:00:00,1293.05,1293.15,1292.35,1292.38
20//2017:00:00,1292.38,1292.78,1292.35,1292.48
20//2017:00:00,1292.48,1292.56,1291.48,1291.68
20//2017:00:00,1291.68,1292.28,1291.65,1292.08
20//2017:00:00,1292.07,1292.08,1291.68,1291.98
20//2017:00:00,1291.94,1291.98,1288.95,1289.73
20//2017:00:00,1289.74,1290.42,1288.9,1289.76
20//2017:00:00,1289.76,1290.17,1289.0,1290.11
20//2017:00:00,1290.13,1290.18,1289.65,1290.06
20//2017:00:00,1290.08,1290.08,1289.36,1289.56
20//2017:00:00,1289.56,1289.66,1287.79,1288.58
20//2017:00:00,1288.57,1288.58,1287.52,1287.87
20//2017:00:00,1287.88,1288.38,1287.83,1288.23
20//2017:00:00,1288.22,1289.42,1288.19,1289.3
20//2017:00:00,1289.29,1289.32,1288.29,1288.56
20//2017:00:00,1288.57,1288.66,1288.07,1288.62
20//2017:00:00,1288.61,1288.8,1287.97,1288.11
20//2017:00:00,1288.1,1288.99,1287.77,1288.88
20//2017:00:00,1288.87,1288.87,1286.06,1286.67
20//2017:00:00,1286.67,1287.19,1286.47,1287.12
20//2017:00:00,1287.12,1287.19,1284.96,1286.34
20//2017:00:00,1286.35,1287.32,1286.22,1287.05
20//2017:00:00,1287.04,1287.16,1286.27,1287.05
20//2017:00:00,1287.05,1287.26,1285.81,1286.23
20//2017:00:00,1286.23,1286.46,1285.56,1286.41
20//2017:00:00,1286.4,1286.52,1285.86,1286.16
20//2017:00:00,1286.15,1286.2,1285.73,1285.95
20//2017:00:00,1285.95,1285.95,1285.36,1285.66
20//2017:00:00,1285.66,1286.44,1285.53,1286.36
20//2017:00:00,1286.36,1286.46,1285.36,1285.46
20//2017:00:00,1285.46,1285.86,1284.66,1285.56
20//2017:00:00,1285.66,1286.23,1285.14,1285.67
20//2017:00:00,1285.67,1286.33,1285.27,1286.23
20//2017:00:00,1286.24,1286.35,1285.79,1285.82
20//2017:00:00,1285.84,1285.86,1285.35,1285.42
20//2017:00:00,1285.42,1285.51,1284.74,1284.93
20//2017:00:00,1284.94,1285.37,1284.78,1285.21
20//2017:00:00,1285.23,1285.3,1282.98,1283.09
20//2017:00:00,1283.08,1283.4,1278.52,1280.41
20//2017:00:00,1280.42,1280.47,1278.94,1280.35
20//2017:00:00,1280.35,1280.66,1279.81,1280.36
20//2017:00:00,1280.38,1280.69,1279.95,1280.36
20//2017:00:00,1280.37,1280.47,1279.21,1279.77
20//2017:00:00,1279.76,1279.85,1277.08,1278.67
20//2017:00:00,1278.65,1278.88,1278.13,1278.6
20//2017:00:00,1278.6,1278.7,1277.75,1278.16
20//2017:00:00,1278.15,1278.42,1277.83,1278.06
20//2017:00:00,1278.06,1279.18,1277.87,1278.94
20//2017:00:00,1278.92,1278.94,1278.37,1278.39
20//2017:00:00,1278.39,1278.39,1276.64,1277.16
20//2017:00:00,1277.17,1277.78,1277.13,1277.47
20//2017:00:00,1277.47,1277.61,1276.98,1277.03
20//2017:00:00,1277.04,1277.55,1276.88,1277.49
20//2017:00:00,1277.49,1277.59,1277.19,1277.25
20//2017:00:00,1277.26,1277.47,1276.77,1276.82
20//2017:00:00,1276.79,1276.99,1274.84,1275.6
20//2017:00:00,1275.61,1276.33,1275.32,1276.2
20//2017:00:00,1276.2,1277.01,1276.18,1276.9
20//2017:00:00,1276.9,1277.26,1276.33,1276.36
20//2017:00:00,1276.34,1276.72,1275.88,1276.2
20//2017:00:00,1276.21,1276.61,1275.51,1275.87
20//2017:00:00,1275.87,1276.6,1275.54,1275.6
20//2017:00:00,1275.61,1276.82,1275.55,1276.8
20//2017:00:00,1276.8,1277.45,1276.8,1277.28
20//2017:00:00,1277.28,1277.5,1276.9,1276.99
20//2017:00:00,1276.99,1277.3,1276.99,1277.1
20//2017:00:00,1277.1,1277.2,1276.35,1276.6
20//2017:00:00,1276.6,1276.6,1276.01,1276.29
20//2017:00:00,1276.29,1277.08,1276.17,1276.29
20//2017:00:00,1276.29,1276.99,1274.95,1276.93
20//2017:00:00,1276.92,1276.99,1276.18,1276.2
20//2017:00:00,1276.19,1276.39,1275.89,1276.28
20//2017:00:00,1276.29,1276.5,1276.03,1276.25
20//2017:00:00,1276.24,1276.66,1275.8,1276.09
20//2017:00:00,1276.08,1276.14,1275.58,1275.86
20//2017:00:00,1275.85,1276.26,1275.76,1276.21
20//2017:00:00,1276.22,1276.24,1275.68,1275.73
20//2017:00:00,1275.74,1277.0,1275.73,1276.81
20//2017:00:00,1276.82,1277.05,1276.47,1276.65
20//2017:00:00,1276.65,1277.65,1276.62,1277.03
20//2017:00:00,1277.04,1277.2,1276.82,1277.14
20//2017:00:00,1277.14,1277.32,1276.78,1277.0
20//2017:00:00,1277.01,1277.33,1276.93,1277.31
20//2017:00:00,1277.33,1277.82,1277.27,1277.42
20//2017:00:00,1277.42,1277.59,1277.12,1277.55
20//2017:00:00,1277.58,1277.92,1277.41,1277.84
20//2017:00:00,1277.84,1278.11,1277.36,1277.4
20//2017:00:00,1277.39,1277.62,1277.37,1277.52
20//2017:00:00,1277.52,1277.63,1277.11,1277.41
20//2017:00:00,1277.42,1277.72,1277.39,1277.42
20//2017:00:00,1277.42,1277.81,1277.38,1277.52
20//2017:00:00,1277.51,1278.12,1277.49,1278.12
20//2017:00:00,1278.12,1278.18,1277.73,1277.73
20//2017:00:00,1277.73,1277.82,1277.23,1277.41
20//2017:00:00,1277.4,1277.53,1277.33,1277.41
20//2017:00:00,1277.42,1277.63,1277.4,1277.52
20//2017:00:00,1277.53,1277.53,1277.23,1277.32
20//2017:00:00,1277.33,1277.35,1277.14,1277.35
20//2017:00:00,1277.35,1277.62,1277.31,1277.57
20//2017:00:00,1277.55,1277.58,1277.31,1277.36
20//2017:00:00,1277.34,1277.34,1276.94,1277.0
20//2017:00:00,1276.99,1277.14,1276.61,1277.03
20//2017:00:00,1277.04,1277.89,1277.01,1277.85
20//2017:00:00,1277.47,1278.33,1277.21,1278.2
20//2017:00:00,1278.19,1278.51,1278.1,1278.23
20//2017:00:00,1278.23,1278.57,1278.2,1278.52
20//2017:00:00,1278.51,1278.52,1278.19,1278.49
20//2017:00:00,1278.5,1278.62,1278.42,1278.62
20//2017:00:00,1278.62,1278.62,1278.45,1278.59
20//2017:00:00,1278.58,1278.64,1278.39,1278.52
20//2017:00:00,1278.53,1278.8,1278.43,1278.54
20//2017:00:00,1278.53,1278.89,1278.53,1278.79
20//2017:00:00,1278.81,1279.37,1278.67,1279.12
20//2017:00:00,1279.12,1279.53,1279.1,1279.4
20//2017:00:00,1279.39,1279.58,1279.31,1279.58
20//2017:00:00,1279.58,1279.85,1279.33,1279.45
20//2017:00:00,1279.45,1279.47,1279.27,1279.38
20//2017:00:00,1279.37,1279.49,1279.19,1279.38
20//2017:00:00,1279.37,1279.48,1279.19,1279.22
20//2017:00:00,1279.24,1279.37,1279.01,1279.25
20//2017:00:00,1279.23,1279.27,1278.87,1278.93
20//2017:00:00,1278.94,1279.22,1278.88,1279.18
20//2017:00:00,1279.18,1279.26,1279.03,1279.07
20//2017:00:00,1279.07,1279.36,1278.99,1278.99
20//2017:00:00,1278.99,1279.1,1278.88,1279.08
20//2017:00:00,1279.07,1279.17,1278.86,1278.95
20//2017:00:00,1278.94,1279.36,1278.89,1279.17
20//2017:00:00,1279.16,1279.93,1279.04,1279.66
20//2017:00:00,1279.68,1279.78,1279.47,1279.78
20//2017:00:00,1279.79,1280.21,1279.75,1279.76
20//2017:00:00,1279.76,1279.89,1279.58,1279.76
20//2017:00:00,1279.77,1279.97,1279.35,1279.55
20//2017:00:00,1279.54,1280.0,1279.49,1279.87
20//2017:00:00,1279.87,1279.99,1279.58,1279.86
20//2017:00:00,1279.87,1279.91,1279.71,1279.79
20//2017:00:00,1279.79,1279.91,1279.38,1279.42
20//2017:00:00,1279.43,1279.59,1279.06,1279.26
20//2017:00:00,1279.27,1279.56,1279.08,1279.49
20//2017:00:00,1279.49,1279.8,1279.35,1279.76
20//2017:00:00,1279.76,1279.79,1279.5,1279.58
20//2017:00:00,1279.57,1279.58,1279.13,1279.42
20//2017:00:00,1279.43,1279.62,1279.31,1279.57
20//2017:00:00,1279.58,1279.93,1279.58,1279.92
20//2017:00:00,1279.91,1280.18,1279.65,1279.7
20//2017:00:00,1279.68,1280.11,1279.59,1280.01
20//2017:00:00,1280.01,1280.35,1279.96,1280.27
20//2017:00:00,1280.25,1280.4,1280.11,1280.2
20//2017:00:00,1280.21,1280.21,1279.85,1279.85
20//2017:00:00,1279.86,1280.0,1279.8,1279.89
20//2017:00:00,1279.89,1280.07,1279.79,1280.06
20//2017:00:00,1280.05,1280.33,1280.04,1280.2
20//2017:00:00,1280.2,1280.4,1280.16,1280.28
20//2017:00:00,1280.27,1280.53,1280.24,1280.38
20//2017:00:00,1280.4,1280.44,1280.25,1280.4
20//2017:00:00,1280.39,1280.4,1280.02,1280.3
20//2017:00:00,1280.31,1280.35,1280.08,1280.11
20//2017:00:00,1280.1,1280.29,1280.03,1280.27
20//2017:00:00,1280.27,1280.69,1280.17,1280.58
20//2017:00:00,1280.54,1280.58,1280.37,1280.49
20//2017:00:00,1280.5,1280.57,1280.11,1280.42
20//2017:00:00,1280.32,1280.44,1280.31,1280.31
20//2017:00:00,1280.3,1280.51,1280.11,1280.32
20//2017:00:00,1280.32,1280.46,1280.32,1280.42
20//2017:00:00,1280.42,1280.52,1280.05,1280.1
20//2017:00:00,1280.11,1280.33,1280.02,1280.33
20//2017:00:00,1280.32,1280.32,1280.08,1280.11
20//2017:00:00,1280.12,1280.14,1279.92,1280.02
20//2017:00:00,1280.03,1280.04,1279.91,1279.94
20//2017:00:00,1279.94,1280.01,1279.83,1280.01
20//2017:00:00,1280.01,1280.01,1279.8,1279.83
20//2017:00:00,1279.82,1280.06,1279.78,1280.02
20//2017:00:00,1280.0,1280.04,1279.91,1279.93
20//2017:00:00,1279.92,1279.97,1279.88,1279.92
20//2017:00:00,1279.89,1280.31,1279.83,1280.12
20//2017:00:00,1280.11,1280.41,1280.11,1280.32
21//2017:00:00,1280.32,1280.33,1280.1,1280.11
21//2017:00:00,1280.11,1280.42,1280.11,1280.4
21//2017:00:00,1280.41,1280.42,1280.36,1280.41
21//2017:00:00,1280.42,1280.42,1280.1,1280.18
21//2017:00:00,1280.18,1280.25,1279.99,1280.09
21//2017:00:00,1280.09,1280.23,1279.99,1280.03
21//2017:00:00,1280.03,1280.24,1280.01,1280.1
21//2017:00:00,1280.1,1280.26,1279.83,1280.0
21//2017:00:00,1279.98,1280.21,1279.97,1280.09
21//2017:00:00,1280.1,1280.11,1279.79,1279.9
21//2017:00:00,1279.9,1280.2,1279.67,1279.67
21//2017:00:00,1279.67,1280.11,1279.65,1280.06
21//2017:00:00,1280.06,1280.45,1280.06,1280.36
21//2017:00:00,1280.36,1280.92,1280.34,1280.74
21//2017:00:00,1280.75,1280.88,1280.44,1280.54
21//2017:00:00,1280.54,1280.76,1280.44,1280.58
21//2017:00:00,1280.6,1281.09,1280.6,1280.92
21//2017:00:00,1280.9,1280.99,1280.74,1280.76
21//2017:00:00,1280.76,1281.14,1280.72,1281.03
21//2017:00:00,1281.02,1281.1,1280.92,1280.95
21//2017:00:00,1280.95,1281.07,1280.65,1280.76
21//2017:00:00,1280.77,1280.83,1280.45,1280.46
21//2017:00:00,1280.43,1281.03,1280.43,1280.53
21//2017:00:00,1280.53,1280.76,1280.46,1280.66
21//2017:00:00,1280.66,1280.69,1280.17,1280.37
21//2017:00:00,1280.38,1280.56,1279.85,1279.94
21//2017:00:00,1279.92,1280.37,1279.87,1280.07
21//2017:00:00,1280.07,1280.45,1280.07,1280.35
21//2017:00:00,1280.34,1280.95,1280.06,1280.95
21//2017:00:00,1280.95,1281.44,1280.77,1280.86
21//2017:00:00,1280.84,1281.11,1280.55,1280.73
21//2017:00:00,1280.73,1280.86,1280.54,1280.77
21//2017:00:00,1280.77,1280.79,1280.15,1280.17
21//2017:00:00,1280.16,1280.19,1279.75,1279.9
21//2017:00:00,1279.9,1280.38,1279.81,1280.1
21//2017:00:00,1280.1,1280.4,1280.09,1280.3
21//2017:00:00,1280.31,1280.99,1280.3,1280.89
21//2017:00:00,1280.91,1281.18,1280.8,1280.85
21//2017:00:00,1280.86,1281.32,1280.76,1280.86
21//2017:00:00,1280.86,1281.69,1280.79,1281.0
21//2017:00:00,1281.03,1281.1,1280.48,1280.48
21//2017:00:00,1280.48,1280.68,1280.19,1280.37
21//2017:00:00,1280.37,1280.77,1280.09,1280.57
21//2017:00:00,1280.56,1280.78,1280.42,1280.68
21//2017:00:00,1280.68,1281.14,1280.58,1280.87
21//2017:00:00,1280.87,1280.94,1280.5,1280.84
21//2017:00:00,1280.84,1280.99,1280.58,1280.58
21//2017:00:00,1280.6,1280.68,1280.31,1280.4
21//2017:00:00,1280.4,1280.69,1280.09,1280.69
21//2017:00:00,1280.69,1281.05,1280.35,1280.41
21//2017:00:00,1280.41,1280.92,1280.33,1280.7
21//2017:00:00,1280.69,1281.01,1280.54,1280.68
21//2017:00:00,1280.67,1281.07,1280.52,1280.92
21//2017:00:00,1280.91,1281.06,1280.72,1280.91
21//2017:00:00,1280.9,1280.93,1280.28,1280.52
21//2017:00:00,1280.52,1280.94,1280.43,1280.7
21//2017:00:00,1280.73,1280.87,1280.31,1280.83
21//2017:00:00,1280.83,1281.0,1280.6,1280.7
21//2017:00:00,1280.69,1281.11,1280.31,1280.92
21//2017:00:00,1280.91,1281.11,1280.6,1280.68
21//2017:00:00,1280.69,1280.93,1280.58,1280.81
21//2017:00:00,1280.81,1281.01,1280.4,1280.89
21//2017:00:00,1280.9,1281.02,1280.59,1281.0
21//2017:00:00,1281.01,1281.11,1280.28,1280.32
21//2017:00:00,1280.32,1280.7,1280.2,1280.49
21//2017:00:00,1280.51,1280.8,1280.18,1280.56
21//2017:00:00,1280.56,1280.77,1280.2,1280.76
21//2017:00:00,1280.75,1280.96,1280.51,1280.83
21//2017:00:00,1280.83,1281.04,1280.67,1280.76
21//2017:00:00,1280.77,1280.96,1280.43,1280.49
21//2017:00:00,1280.49,1280.89,1280.49,1280.76
21//2017:00:00,1280.76,1280.86,1280.37,1280.46
21//2017:00:00,1280.46,1280.46,1279.46,1279.85
21//2017:00:00,1279.79,1280.31,1279.69,1280.07
21//2017:00:00,1280.07,1280.34,1279.79,1280.17
21//2017:00:00,1280.17,1280.18,1279.75,1279.87
21//2017:00:00,1279.87,1279.87,1278.86,1279.07
21//2017:00:00,1279.07,1279.2,1278.28,1278.46
21//2017:00:00,1278.46,1278.68,1278.07,1278.27
21//2017:00:00,1278.27,1278.87,1277.99,1278.78
21//2017:00:00,1278.78,1279.0,1278.73,1278.9
21//2017:00:00,1278.91,1279.41,1278.9,1279.17
21//2017:00:00,1279.18,1279.21,1278.8,1278.91
21//2017:00:00,1278.91,1279.2,1278.11,1278.11
21//2017:00:00,1278.11,1279.12,1278.07,1279.12
21//2017:00:00,1279.12,1279.32,1278.98,1279.31
21//2017:00:00,1279.32,1279.43,1278.52,1278.72
21//2017:00:00,1278.71,1278.82,1278.5,1278.53
21//2017:00:00,1278.54,1278.65,1278.25,1278.6
21//2017:00:00,1278.62,1279.01,1278.5,1278.91
21//2017:00:00,1278.91,1278.91,1278.32,1278.7
21//2017:00:00,1278.71,1278.72,1277.7,1277.95
21//2017:00:00,1277.95,1278.14,1277.84,1277.94
21//2017:00:00,1277.94,1278.03,1277.45,1277.56
21//2017:00:00,1277.56,1278.47,1277.24,1278.36
21//2017:00:00,1278.37,1278.37,1277.88,1278.16
21//2017:00:00,1278.16,1278.83,1278.14,1278.54
21//2017:00:00,1278.54,1279.13,1278.42,1278.75
21//2017:00:00,1278.75,1278.93,1277.97,1278.65
21//2017:00:00,1278.65,1278.88,1278.32,1278.78
21//2017:00:00,1278.78,1278.89,1278.13,1278.14
21//2017:00:00,1278.14,1278.5,1277.66,1278.18
21//2017:00:00,1278.18,1278.7,1277.96,1278.36
21//2017:00:00,1278.35,1278.76,1277.56,1277.7
21//2017:00:00,1277.69,1277.92,1276.88,1277.84
21//2017:00:00,1277.83,1277.83,1277.16,1277.37
21//2017:00:00,1277.33,1277.46,1276.58,1276.88
21//2017:00:00,1276.88,1277.08,1276.48,1276.96
21//2017:00:00,1276.97,1277.51,1276.91,1277.3
21//2017:00:00,1277.29,1278.8,1276.88,1278.79
21//2017:00:00,1278.78,1281.05,1278.57,1280.26
21//2017:00:00,1280.26,1280.39,1279.56,1279.75
21//2017:00:00,1279.74,1280.68,1279.74,1280.47
21//2017:00:00,1280.45,1282.06,1280.26,1281.64
21//2017:00:00,1281.67,1282.26,1281.38,1282.1
21//2017:00:00,1282.1,1282.41,1281.88,1281.98
21//2017:00:00,1281.97,1282.23,1281.04,1281.15
21//2017:00:00,1281.15,1282.59,1281.15,1282.27
21//2017:00:00,1282.27,1283.95,1282.07,1283.42
21//2017:00:00,1283.43,1283.71,1282.76,1282.99
21//2017:00:00,1283.11,1283.76,1283.01,1283.28
21//2017:00:00,1283.28,1283.78,1282.93,1283.6
21//2017:00:00,1283.6,1284.92,1283.41,1284.69
21//2017:00:00,1284.7,1285.0,1283.58,1283.58
21//2017:00:00,1283.58,1283.7,1282.28,1282.58
21//2017:00:00,1282.58,1282.95,1282.35,1282.46
21//2017:00:00,1282.46,1283.09,1281.94,1282.55
21//2017:00:00,1282.54,1282.65,1282.03,1282.47
21//2017:00:00,1282.46,1282.97,1282.35,1282.94
21//2017:00:00,1282.93,1283.18,1282.1,1282.13
21//2017:00:00,1282.14,1282.27,1281.79,1282.07
21//2017:00:00,1282.08,1282.65,1281.59,1281.82
21//2017:00:00,1281.82,1282.49,1281.77,1281.8
21//2017:00:00,1281.8,1281.9,1281.3,1281.7
21//2017:00:00,1281.7,1282.7,1281.7,1282.7
21//2017:00:00,1282.7,1283.25,1282.48,1283.12
21//2017:00:00,1283.11,1283.69,1283.03,1283.36
21//2017:00:00,1283.37,1283.74,1283.05,1283.27
21//2017:00:00,1283.27,1283.53,1282.87,1282.97
21//2017:00:00,1282.97,1283.15,1282.62,1282.97
21//2017:00:00,1282.97,1283.07,1282.64,1282.66
21//2017:00:00,1282.67,1282.77,1282.27,1282.62
21//2017:00:00,1282.63,1282.97,1282.35,1282.87
21//2017:00:00,1282.87,1282.96,1282.33,1282.96
21//2017:00:00,1282.95,1283.37,1281.88,1282.08
21//2017:00:00,1282.08,1282.44,1281.86,1282.15
21//2017:00:00,1282.14,1282.44,1281.84,1282.39
21//2017:00:00,1282.38,1283.28,1282.32,1283.25
21//2017:00:00,1283.26,1283.97,1283.07,1283.54
21//2017:00:00,1283.55,1283.68,1283.15,1283.22
21//2017:00:00,1283.23,1283.47,1282.63,1282.78
21//2017:00:00,1282.77,1282.88,1282.21,1282.36
21//2017:00:00,1282.38,1282.69,1282.28,1282.5
21//2017:00:00,1282.48,1282.68,1282.35,1282.49
21//2017:00:00,1282.5,1283.06,1282.44,1282.8
21//2017:00:00,1282.8,1282.94,1282.47,1282.56
21//2017:00:00,1282.59,1282.67,1282.27,1282.47
21//2017:00:00,1282.45,1282.45,1281.81,1282.3
21//2017:00:00,1282.29,1282.81,1281.9,1282.69
21//2017:00:00,1282.7,1282.86,1281.82,1282.22
21//2017:00:00,1282.22,1282.32,1281.9,1282.29
21//2017:00:00,1282.31,1282.6,1282.02,1282.12
21//2017:00:00,1282.12,1282.19,1281.34,1281.54
21//2017:00:00,1281.54,1281.73,1281.08,1281.22
21//2017:00:00,1281.23,1281.28,1280.64,1280.94
21//2017:00:00,1280.93,1280.99,1280.72,1280.94
21//2017:00:00,1280.93,1280.98,1280.13,1280.93
21//2017:00:00,1280.91,1281.81,1280.85,1281.79
21//2017:00:00,1281.79,1281.99,1281.34,1281.34
21//2017:00:00,1281.33,1281.55,1281.33,1281.33
21//2017:00:00,1281.34,1281.86,1281.15,1281.59
21//2017:00:00,1281.58,1281.59,1280.53,1280.92
21//2017:00:00,1280.93,1281.01,1280.55,1280.87
21//2017:00:00,1280.88,1280.99,1280.6,1280.76
21//2017:00:00,1280.77,1281.11,1280.45,1280.84
21//2017:00:00,1280.85,1280.94,1280.45,1280.62
21//2017:00:00,1280.63,1280.66,1280.07,1280.44
21//2017:00:00,1280.45,1280.71,1280.11,1280.58
21//2017:00:00,1280.59,1280.95,1280.36,1280.72
21//2017:00:00,1280.71,1281.02,1280.66,1280.99
21//2017:00:00,1281.08,1281.58,1281.08,1281.29
21//2017:00:00,1281.3,1281.64,1281.0,1281.02
21//2017:00:00,1281.03,1281.46,1280.93,1281.08
21//2017:00:00,1281.09,1281.13,1280.68,1280.71
21//2017:00:00,1280.73,1280.77,1280.35,1280.74
21//2017:00:00,1280.72,1281.0,1280.61,1280.69
21//2017:00:00,1280.69,1280.88,1280.57,1280.7
21//2017:00:00,1280.72,1280.94,1280.3,1280.31
21//2017:00:00,1280.31,1280.4,1279.83,1279.93
21//2017:00:00,1279.94,1280.54,1279.71,1279.73
21//2017:00:00,1279.73,1280.36,1279.61,1280.1
21//2017:00:00,1280.09,1280.19,1279.94,1279.95
21//2017:00:00,1279.96,1280.25,1279.95,1280.23
21//2017:00:00,1280.21,1280.58,1280.21,1280.34
21//2017:00:00,1280.37,1280.44,1280.3,1280.34
21//2017:00:00,1280.36,1280.4,1280.21,1280.39
21//2017:00:00,1280.38,1280.55,1280.33,1280.53
21//2017:00:00,1280.52,1280.59,1280.38,1280.41
21//2017:00:00,1280.43,1281.06,1280.32,1281.03
21//2017:00:00,1281.04,1281.05,1280.81,1280.82
21//2017:00:00,1280.83,1281.01,1280.74,1280.81
21//2017:00:00,1280.81,1280.96,1280.58,1280.59
21//2017:00:00,1280.6,1280.71,1280.45,1280.69
21//2017:00:00,1280.71,1281.45,1280.54,1281.45
21//2017:00:00,1281.25,1281.4,1280.79,1281.13
21//2017:00:00,1281.13,1281.33,1281.04,1281.33
21//2017:00:00,1281.33,1281.47,1280.85,1280.85
21//2017:00:00,1280.85,1282.05,1280.85,1282.0
21//2017:00:00,1282.0,1282.2,1281.69,1281.81
21//2017:00:00,1281.8,1281.8,1281.3,1281.39
21//2017:00:00,1281.38,1281.43,1281.18,1281.29
21//2017:00:00,1281.29,1281.41,1281.28,1281.41
21//2017:00:00,1281.41,1281.71,1281.41,1281.68
21//2017:00:00,1281.69,1281.96,1281.51,1281.61
21//2017:00:00,1281.62,1281.89,1281.62,1281.81
21//2017:00:00,1281.8,1282.29,1281.8,1282.25
21//2017:00:00,1282.26,1282.54,1281.9,1281.91
21//2017:00:00,1281.91,1282.2,1281.58,1281.89
21//2017:00:00,1281.89,1282.16,1281.71,1281.83
21//2017:00:00,1281.83,1282.24,1281.8,1281.91
21//2017:00:00,1281.92,1282.35,1281.91,1282.31
21//2017:00:00,1282.32,1282.57,1282.19,1282.41
21//2017:00:00,1282.45,1282.67,1282.01,1282.19
21//2017:00:00,1282.18,1282.25,1281.99,1282.12
21//2017:00:00,1282.11,1282.44,1282.1,1282.23
21//2017:00:00,1282.24,1282.3,1282.08,1282.2
21//2017:00:00,1282.19,1282.22,1281.72,1281.81
21//2017:00:00,1281.82,1282.12,1281.77,1282.04
21//2017:00:00,1282.03,1282.12,1281.69,1282.0
21//2017:00:00,1281.99,1282.26,1281.81,1282.22
